,index,What age range are you?,What is your gender?,What estimated range is your household's monthly income?,"Which area are you from? If not from Karachi please select ""Outside Karachi""","In the last 12 months, have you done any of the following in Karachi? Please select all that apply",Do you trust Karachi's various administrative bodies and caretakers with your well-being?,Have you given feedback or participated in the design process of any public project in Karachi?
878,196dup,15 - 24 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,"Visit a natural area (hills, lakes, mangroves, etc)",,
879,197,15 - 24 years,Male,"75,001 - 100,000 rupees",Saddar,"Visit museums, galleries",Indifferent,Yes - I would like more opportunities to participate
880,197dup,15 - 24 years,Male,"75,001 - 100,000 rupees",Saddar,"Visit monuments, historic sites",,
881,197dup,15 - 24 years,Male,"75,001 - 100,000 rupees",Saddar,Visit a park for a walks or leisure,,
882,197dup,15 - 24 years,Male,"75,001 - 100,000 rupees",Saddar,Attend sporting events as a spectator,,
883,197dup,15 - 24 years,Male,"75,001 - 100,000 rupees",Saddar,"Visit a religious building (mosque, church, temple, etc)",,
884,198,15 - 24 years,Male,"50,001 - 75,000 rupees",Mauripur,"Visit museums, galleries",Indifferent,Yes - I would like more opportunities to participate
885,198dup,15 - 24 years,Male,"50,001 - 75,000 rupees",Mauripur,"Visit conferences, seminars (outside of institutional requirements)",,
886,198dup,15 - 24 years,Male,"50,001 - 75,000 rupees",Mauripur,Visit a park for a walks or leisure,,
887,198dup,15 - 24 years,Male,"50,001 - 75,000 rupees",Mauripur,Practice some sport of physical activity on a regular basis,,
888,198dup,15 - 24 years,Male,"50,001 - 75,000 rupees",Mauripur,Visit an outdoors bazaar,,
889,198dup,15 - 24 years,Male,"50,001 - 75,000 rupees",Mauripur,Visit an indoors bazaar/mall,,
890,199,15 - 24 years,Female,"50,001 - 75,000 rupees",North Nazimabad Town,"Visit museums, galleries",No - I do not trust them,Yes - I would like more opportunities to participate
891,199dup,15 - 24 years,Female,"50,001 - 75,000 rupees",North Nazimabad Town,"Visit monuments, historic sites",,
892,199dup,15 - 24 years,Female,"50,001 - 75,000 rupees",North Nazimabad Town,Visit a park for a walks or leisure,,
893,199dup,15 - 24 years,Female,"50,001 - 75,000 rupees",North Nazimabad Town,Visit an outdoors bazaar,,
894,199dup,15 - 24 years,Female,"50,001 - 75,000 rupees",North Nazimabad Town,Visit an indoors bazaar/mall,,
895,200,15 - 24 years,Male,"125,001 - 150,000 rupees",Saddar,"Visit monuments, historic sites",No - I do not trust them,Yes - I would like more opportunities to participate
896,200dup,15 - 24 years,Male,"125,001 - 150,000 rupees",Saddar,Visit a park for a walks or leisure,,
897,200dup,15 - 24 years,Male,"125,001 - 150,000 rupees",Saddar,"Visit a theatre (play, movies)",,
898,201,15 - 24 years,Female,Prefer not to answer,Outside Karachi,"Visit conferences, seminars (outside of institutional requirements)",Indifferent,Yes - I would like more opportunities to participate
899,201dup,15 - 24 years,Female,Prefer not to answer,Outside Karachi,Visit a park for a walks or leisure,,
900,201dup,15 - 24 years,Female,Prefer not to answer,Outside Karachi,Practice some sport of physical activity on a regular basis,,
901,201dup,15 - 24 years,Female,Prefer not to answer,Outside Karachi,Visit an outdoors bazaar,,
902,201dup,15 - 24 years,Female,Prefer not to answer,Outside Karachi,Visit an indoors bazaar/mall,,
903,201dup,15 - 24 years,Female,Prefer not to answer,Outside Karachi,"Visit a natural area (hills, lakes, mangroves, etc)",,
904,202,15 - 24 years,Female,"100,001 - 125,000 rupees",Gulshan-e-Iqbal,"Visit monuments, historic sites",No - I do not trust them,Yes - I would like more opportunities to participate
905,202dup,15 - 24 years,Female,"100,001 - 125,000 rupees",Gulshan-e-Iqbal,Visit cultural events on the street or at public squares,,
906,202dup,15 - 24 years,Female,"100,001 - 125,000 rupees",Gulshan-e-Iqbal,Practice some sport of physical activity on a regular basis,,
907,202dup,15 - 24 years,Female,"100,001 - 125,000 rupees",Gulshan-e-Iqbal,Visit an outdoors bazaar,,
908,202dup,15 - 24 years,Female,"100,001 - 125,000 rupees",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
909,203,15 - 24 years,Female,Prefer not to answer,North Nazimabad Town,"Visit museums, galleries",No - I do not trust them,Yes - I would like more opportunities to participate
910,203dup,15 - 24 years,Female,Prefer not to answer,North Nazimabad Town,"Visit monuments, historic sites",,
911,203dup,15 - 24 years,Female,Prefer not to answer,North Nazimabad Town,Visit cultural events on the street or at public squares,,
912,203dup,15 - 24 years,Female,Prefer not to answer,North Nazimabad Town,"Visit a religious building (mosque, church, temple, etc)",,
913,203dup,15 - 24 years,Female,Prefer not to answer,North Nazimabad Town,Visit an outdoors bazaar,,
914,203dup,15 - 24 years,Female,Prefer not to answer,North Nazimabad Town,Visit an indoors bazaar/mall,,
915,204,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,"Visit museums, galleries",No - I do not trust them,Yes - I would like more opportunities to participate
916,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,"Visit monuments, historic sites",,
917,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,Visit cultural events on the street or at public squares,,
918,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,Visit a park for a walks or leisure,,
919,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,Practice some sport of physical activity on a regular basis,,
920,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,"Visit a fair (books, food, crafts)",,
921,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,"Visit a religious building (mosque, church, temple, etc)",,
922,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,Visit an outdoors bazaar,,
923,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
924,204dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Gulshan-e-Iqbal,"Visit a natural area (hills, lakes, mangroves, etc)",,
925,205,15 - 24 years,Female,Prefer not to answer,Gulshan-e-Iqbal,"Visit museums, galleries",Indifferent,No - I would like the opportunities to participate
926,205dup,15 - 24 years,Female,Prefer not to answer,Gulshan-e-Iqbal,"Visit monuments, historic sites",,
927,205dup,15 - 24 years,Female,Prefer not to answer,Gulshan-e-Iqbal,Visit a park for a walks or leisure,,
928,205dup,15 - 24 years,Female,Prefer not to answer,Gulshan-e-Iqbal,Visit an outdoors bazaar,,
929,205dup,15 - 24 years,Female,Prefer not to answer,Gulshan-e-Iqbal,"Visit a natural area (hills, lakes, mangroves, etc)",,
930,206,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
931,206dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,"Visit monuments, historic sites",,
932,206dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,Visit cultural events on the street or at public squares,,
933,206dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,"Visit a fair (books, food, crafts)",,
934,206dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,"Visit a religious building (mosque, church, temple, etc)",,
935,206dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,Visit an outdoors bazaar,,
936,206dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,Visit an indoors bazaar/mall,,
937,206dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Landhi,"Visit a natural area (hills, lakes, mangroves, etc)",,
938,207,15 - 24 years,Female,"25,001 - 50,000 rupees",Garden,Visit cultural events on the street or at public squares,No - I do not trust them,No - I would like the opportunities to participate
939,207dup,15 - 24 years,Female,"25,001 - 50,000 rupees",Garden,Visit a park for a walks or leisure,,
940,207dup,15 - 24 years,Female,"25,001 - 50,000 rupees",Garden,Visit an outdoors bazaar,,
941,207dup,15 - 24 years,Female,"25,001 - 50,000 rupees",Garden,Visit an indoors bazaar/mall,,
942,208,15 - 24 years,Male,Prefer not to answer,Gulberg,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
943,208dup,15 - 24 years,Male,Prefer not to answer,Gulberg,Visit cultural events on the street or at public squares,,
944,208dup,15 - 24 years,Male,Prefer not to answer,Gulberg,Visit a park for a walks or leisure,,
945,208dup,15 - 24 years,Male,Prefer not to answer,Gulberg,Practice some sport of physical activity on a regular basis,,
946,208dup,15 - 24 years,Male,Prefer not to answer,Gulberg,"Visit a religious building (mosque, church, temple, etc)",,
947,208dup,15 - 24 years,Male,Prefer not to answer,Gulberg,Visit an outdoors bazaar,,
948,208dup,15 - 24 years,Male,Prefer not to answer,Gulberg,Visit an indoors bazaar/mall,,
949,208dup,15 - 24 years,Male,Prefer not to answer,Gulberg,"Visit a natural area (hills, lakes, mangroves, etc)",,
950,209,15 - 24 years,Female,"75,001 - 100,000 rupees",Malir Cantonment,"Visit museums, galleries",No - I do not trust them,Yes - I would like more opportunities to participate
951,209dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Malir Cantonment,Visit an outdoors bazaar,,
952,209dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Malir Cantonment,Visit an indoors bazaar/mall,,
953,209dup,15 - 24 years,Female,"75,001 - 100,000 rupees",Malir Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
954,210,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Visit a park for a walks or leisure,Indifferent,Yes - I would like more opportunities to participate
955,210dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Practice some sport of physical activity on a regular basis,,
956,210dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Visit an outdoors bazaar,,
957,210dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Visit an indoors bazaar/mall,,
958,210dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,"Visit a natural area (hills, lakes, mangroves, etc)",,
959,211,15 - 24 years,Female,"25,001 - 50,000 rupees",Sindh Industrial Trading Estate (SITE),Visit a park for a walks or leisure,Indifferent,No - I would like the opportunities to participate
960,211dup,15 - 24 years,Female,"25,001 - 50,000 rupees",Sindh Industrial Trading Estate (SITE),Visit an outdoors bazaar,,
961,211dup,15 - 24 years,Female,"25,001 - 50,000 rupees",Sindh Industrial Trading Estate (SITE),Visit an indoors bazaar/mall,,
962,212,15 - 24 years,Female,"100,001 - 125,000 rupees",Model Colony,Visit a community centre,No - I do not trust them,Yes - I would like more opportunities to participate
963,213,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Practice some sport of physical activity on a regular basis,No - I do not trust them,No - I would like the opportunities to participate
964,213dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,"Visit a fair (books, food, crafts)",,
965,213dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Visit an outdoors bazaar,,
966,213dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
967,214,15 - 24 years,Female,"200,001 and above",Gulshan-e-Iqbal,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
968,214dup,15 - 24 years,Female,"200,001 and above",Gulshan-e-Iqbal,Visit an outdoors bazaar,,
969,214dup,15 - 24 years,Female,"200,001 and above",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
970,215,15 - 24 years,Female,"125,001 - 150,000 rupees",Jamshed Quarters,Visit an outdoors bazaar,No - I do not trust them,No - I would like the opportunities to participate
971,215dup,15 - 24 years,Female,"125,001 - 150,000 rupees",Jamshed Quarters,Visit an indoors bazaar/mall,,
972,215dup,15 - 24 years,Female,"125,001 - 150,000 rupees",Jamshed Quarters,"Visit a natural area (hills, lakes, mangroves, etc)",,
973,216,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
974,216dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Visit an outdoors bazaar,,
975,216dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
976,216dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,"Visit a natural area (hills, lakes, mangroves, etc)",,
977,217,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
978,217dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,"Visit monuments, historic sites",,
979,217dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,Visit cultural events on the street or at public squares,,
980,217dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,Visit a park for a walks or leisure,,
981,217dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,"Visit a theatre (play, movies)",,
982,217dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,"Visit a religious building (mosque, church, temple, etc)",,
983,217dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,Visit a musical/dancing event (not including weddings),,
984,217dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Nazimabad,"Visit a natural area (hills, lakes, mangroves, etc)",,
985,218,Below 15 years,Female,,Garden,"Visit a fair (books, food, crafts)",Yes - I trust them,Yes - I would like more opportunities to participate
986,219,15 - 24 years,Female,"125,001 - 150,000 rupees",Jamshed Quarters,Visit an outdoors bazaar,No - I do not trust them,No - I would like the opportunities to participate
987,219dup,15 - 24 years,Female,"125,001 - 150,000 rupees",Jamshed Quarters,Visit an indoors bazaar/mall,,
988,219dup,15 - 24 years,Female,"125,001 - 150,000 rupees",Jamshed Quarters,"Visit a natural area (hills, lakes, mangroves, etc)",,
989,220,15 - 24 years,Female,Prefer not to answer,Korangi Creek Cantonment,Visit an outdoors bazaar,No - I do not trust them,No - I would like the opportunities to participate
990,220dup,15 - 24 years,Female,Prefer not to answer,Korangi Creek Cantonment,Visit an indoors bazaar/mall,,
991,220dup,15 - 24 years,Female,Prefer not to answer,Korangi Creek Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
992,221,25 - 44 years,Male,"200,001 and above",Outside Karachi,,No - I do not trust them,No - I do not wish to participate
993,222,45 years and above,Male,"200,001 and above",North Nazimabad Town,"Visit conferences, seminars (outside of institutional requirements)",No - I do not trust them,No - I would like the opportunities to participate
994,222dup,45 years and above,Male,"200,001 and above",North Nazimabad Town,Visit a park for a walks or leisure,,
995,222dup,45 years and above,Male,"200,001 and above",North Nazimabad Town,Attend sporting events as a spectator,,
996,222dup,45 years and above,Male,"200,001 and above",North Nazimabad Town,"Visit a theatre (play, movies)",,
997,222dup,45 years and above,Male,"200,001 and above",North Nazimabad Town,"Visit a fair (books, food, crafts)",,
998,222dup,45 years and above,Male,"200,001 and above",North Nazimabad Town,"Visit a religious building (mosque, church, temple, etc)",,
999,222dup,45 years and above,Male,"200,001 and above",North Nazimabad Town,Participate in a protest,,
1000,223,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
